,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
329,39,Yes,Travel_Rarely,1162,Sales,3.0,2,Medical,4,Female,41.0,3,2,Sales Executive,3,Married,5238.0,4,Yes,18.0,3,1,0,12,3,2,1,0,0,0
330,33,No,Travel_Frequently,508,Sales,10.0,3,Marketing,2,Male,46.0,2,2,Sales Executive,4,Single,4682.0,3,No,14.0,3,3,0,9,5,2,7,7,0,1
331,47,No,Travel_Rarely,1482,Research & Development,5.0,5,Life Sciences,4,Male,42.0,3,5,Research Director,3,Married,17727.699999999993,4,No,11.0,3,2,1,21,2,3,3,2,1,1
332,43,No,Travel_Frequently,559,Research & Development,10.0,4,Life Sciences,3,Female,82.0,2,2,Laboratory Technician,3,Divorced,5257.0,1,No,11.0,3,2,1,9,3,4,9,7,0,0
333,27,No,Non-Travel,210,Sales,1.0,1,Marketing,3,Male,73.0,3,2,Sales Executive,2,Married,6349.0,0,Yes,13.0,3,4,1,6,1,3,5,4,1,4
334,54,No,Travel_Frequently,928,Research & Development,20.0,4,Life Sciences,4,Female,31.0,3,2,Research Scientist,3,Single,4869.0,3,No,12.0,3,4,0,20,4,2,4,3,0,3
335,43,No,Travel_Rarely,1001,Research & Development,7.0,3,Life Sciences,3,Female,43.0,3,3,Healthcare Representative,1,Married,9985.0,8,No,16.0,3,1,1,10,1,2,1,0,0,0
336,45,No,Travel_Rarely,549,Research & Development,8.0,4,Other,4,Male,75.0,3,2,Research Scientist,4,Married,3697.0,9,No,14.0,3,1,2,12,3,3,10,9,9,8
337,40,No,Travel_Rarely,1124,Sales,1.0,2,Medical,2,Male,57.0,1,2,Sales Executive,4,Married,7457.0,2,Yes,22.0,4,3,3,6,2,2,4,3,0,2
338,29,Yes,Travel_Rarely,318,Research & Development,8.0,4,Other,2,Male,77.0,1,1,Laboratory Technician,1,Married,2119.0,1,Yes,11.0,3,4,0,7,4,2,7,7,0,7
339,29,No,Travel_Rarely,738,Research & Development,9.0,5,Other,2,Male,30.0,2,1,Laboratory Technician,4,Single,3983.0,0,No,17.0,3,3,0,4,2,3,3,2,2,2
340,30,No,Travel_Rarely,570,Sales,5.0,3,Marketing,4,Female,30.0,2,2,Sales Executive,3,Divorced,6118.0,1,No,13.0,3,3,3,10,2,3,10,9,1,2
341,27,No,Travel_Rarely,1130,Sales,8.0,4,Marketing,2,Female,56.0,3,2,Sales Executive,2,Married,6214.0,1,No,18.0,3,1,1,8,3,3,8,7,0,7
342,37,No,Travel_Rarely,1192,Research & Development,5.0,2,Medical,4,Male,61.0,3,2,Manufacturing Director,4,Divorced,6347.0,7,No,16.0,3,3,2,8,2,2,6,2,0,4
343,38,No,Travel_Rarely,343,Research & Development,15.0,2,Life Sciences,3,Male,92.0,2,3,Research Director,4,Divorced,11510.0,0,Yes,14.0,3,2,1,12,3,3,11,10,2,9
344,31,No,Travel_Rarely,1232,Research & Development,7.0,4,Medical,3,Female,39.0,3,3,Manufacturing Director,4,Single,7143.0,1,Yes,14.0,3,3,0,11,2,2,11,9,4,10
345,29,No,Travel_Rarely,144,Sales,10.0,1,Marketing,4,Female,39.0,2,2,Sales Executive,2,Divorced,8268.0,1,Yes,14.0,3,1,2,7,2,3,7,7,1,7
346,35,No,Travel_Rarely,1296,Research & Development,5.0,4,Technical Degree,3,Male,62.0,3,3,Manufacturing Director,2,Single,8095.0,0,No,13.0,3,4,0,17,5,3,16,6,0,10
347,23,No,Travel_Rarely,1309,Research & Development,26.0,1,Life Sciences,3,Male,83.0,3,1,Research Scientist,4,Divorced,2904.0,1,No,12.0,3,3,2,4,2,2,4,2,0,2
348,41,No,Travel_Rarely,483,Research & Development,6.0,3,Medical,4,Male,95.0,2,2,Manufacturing Director,2,Single,6032.0,6,Yes,15.0,3,4,0,8,3,3,5,4,1,2
349,47,No,Travel_Frequently,1309,Sales,4.0,1,Medical,2,Male,99.0,3,2,Sales Representative,3,Single,2976.0,3,No,19.0,3,1,0,5,3,3,1,0,0,0
350,42,No,Travel_Rarely,810,Research & Development,23.0,5,Life Sciences,1,Female,44.0,3,4,Research Director,4,Single,15992.0,2,No,14.0,3,2,0,16,2,3,1,0,0,0
351,29,No,Non-Travel,746,Sales,2.0,3,Life Sciences,4,Male,61.0,3,2,Sales Executive,3,Married,4649.0,1,No,14.0,3,1,1,4,3,2,4,3,0,2
352,42,No,Travel_Rarely,544,Human Resources,2.0,1,Technical Degree,3,Male,52.0,3,1,Human Resources,3,Divorced,2696.0,0,Yes,11.0,3,3,1,4,5,3,3,2,1,0
353,32,No,Travel_Rarely,1062,Research & Development,2.0,3,Medical,3,Female,75.0,3,1,Laboratory Technician,2,Married,2370.0,1,No,13.0,3,3,1,8,4,3,8,0,0,7
354,48,No,Travel_Rarely,530,Sales,29.0,1,Medical,1,Female,91.0,3,3,Manager,3,Married,12504.0,3,No,21.0,4,2,1,15,3,1,1,0,0,0
355,37,No,Travel_Rarely,1319,Research & Development,6.0,3,Medical,3,Male,51.0,4,2,Research Scientist,1,Divorced,5974.0,4,Yes,13.0,3,1,2,13,2,3,7,7,6,7
356,30,No,Non-Travel,641,Sales,25.0,2,Technical Degree,4,Female,85.0,3,2,Sales Executive,3,Married,4736.0,7,Yes,12.0,3,2,1,4,2,4,2,2,2,2
357,26,No,Travel_Rarely,933,Sales,1.0,3,Life Sciences,3,Male,57.0,3,2,Sales Executive,3,Married,5296.0,1,No,17.0,3,2,1,8,3,3,8,7,7,7
358,42,No,Travel_Rarely,1332,Research & Development,2.0,4,Other,1,Male,98.0,2,2,Healthcare Representative,4,Single,6781.0,3,No,23.0,4,2,0,14,5,3,1,0,0,0
359,21,Yes,Travel_Frequently,756,Sales,1.0,1,Technical Degree,1,Female,99.0,2,1,Sales Representative,2,Single,2174.0,1,Yes,11.0,3,3,0,3,3,3,3,2,1,2
360,36,No,Non-Travel,845,Sales,1.0,5,Medical,4,Female,45.0,3,2,Sales Executive,4,Single,6653.0,4,No,15.0,3,2,0,7,5,3,1,0,0,0
361,36,No,Travel_Frequently,541,Sales,3.0,4,Medical,1,Male,48.0,2,3,Sales Executive,4,Married,9699.0,4,No,11.0,3,1,1,16,2,3,13,9,1,10
362,57,No,Travel_Rarely,593,Research & Development,1.0,4,Medical,4,Male,88.0,3,2,Healthcare Representative,3,Married,6755.0,2,No,11.0,3,3,0,15,2,3,3,2,1,2
363,40,No,Travel_Rarely,1171,Research & Development,10.0,4,Life Sciences,4,Female,46.0,4,1,Laboratory Technician,3,Married,2213.0,3,Yes,13.0,3,3,1,10,3,3,7,7,1,7
364,21,No,Non-Travel,895,Sales,9.0,2,Medical,1,Male,39.0,3,1,Sales Representative,4,Single,2610.0,1,No,24.0,4,3,0,3,3,2,3,2,2,2
365,33,Yes,Travel_Rarely,350,Sales,5.0,3,Marketing,4,Female,34.0,3,1,Sales Representative,3,Single,2851.0,1,Yes,13.0,3,2,0,1,2,3,1,0,0,0
366,37,No,Travel_Rarely,921,Research & Development,10.0,3,Medical,3,Female,98.0,3,1,Laboratory Technician,1,Married,3452.0,6,No,20.0,4,2,1,17,3,3,5,4,0,3
367,46,No,Non-Travel,1144,Research & Development,7.0,4,Medical,3,Female,30.0,3,2,Manufacturing Director,3,Married,5258.0,2,No,14.0,3,3,0,7,2,4,1,0,0,0
368,41,Yes,Travel_Frequently,143,Sales,4.0,3,Marketing,1,Male,56.0,3,2,Sales Executive,2,Single,9355.0,1,No,18.0,3,3,0,8,5,3,8,7,7,7
369,50,No,Travel_Rarely,1046,Research & Development,10.0,3,Technical Degree,4,Male,100.0,2,3,Healthcare Representative,4,Single,10496.0,6,No,15.0,3,4,0,20,2,3,4,3,1,3
370,40,Yes,Travel_Rarely,575,Sales,22.0,2,Marketing,3,Male,68.0,2,2,Sales Executive,3,Married,6380.0,2,Yes,12.0,3,1,2,8,5,3,6,4,1,0
371,31,No,Travel_Rarely,408,Research & Development,9.0,4,Life Sciences,3,Male,42.0,2,1,Research Scientist,2,Single,2657.0,0,Yes,16.0,3,4,0,3,5,3,2,2,2,2
372,21,Yes,Travel_Rarely,156,Sales,12.0,3,Life Sciences,3,Female,90.0,4,1,Sales Representative,2,Single,2716.0,1,No,15.0,3,4,0,1,1,3,1,0,0,0
373,29,No,Travel_Rarely,1283,Research & Development,23.0,3,Life Sciences,4,Male,54.0,3,1,Research Scientist,4,Single,2201.0,9,No,16.0,3,4,0,6,4,3,3,2,1,2
374,35,No,Travel_Rarely,755,Research & Development,9.0,4,Life Sciences,3,Male,97.0,2,2,Healthcare Representative,2,Single,6540.0,9,No,19.0,3,3,0,10,5,3,1,1,0,0
375,27,No,Travel_Rarely,1469,Research & Development,1.0,2,Medical,4,Male,82.0,3,1,Laboratory Technician,2,Divorced,3816.0,1,No,11.0,3,2,1,5,2,3,5,2,0,4
376,28,No,Travel_Rarely,304,Sales,9.0,4,Life Sciences,2,Male,92.0,3,2,Sales Executive,4,Single,5253.0,1,No,16.0,3,4,0,7,1,3,7,5,0,7
377,49,No,Travel_Rarely,1261,Research & Development,7.0,3,Other,2,Male,31.0,2,3,Healthcare Representative,3,Single,10965.0,8,No,24.0,4,3,0,26,2,3,5,2,0,0
378,51,No,Travel_Rarely,1178,Sales,14.0,2,Life Sciences,3,Female,87.0,3,2,Sales Executive,4,Married,4936.0,4,No,11.0,3,3,1,18,2,2,7,7,0,7
379,36,No,Travel_Rarely,329,Research & Development,2.0,3,Life Sciences,4,Female,96.0,3,1,Research Scientist,3,Married,2543.0,4,No,13.0,3,2,1,6,3,3,2,2,2,2
380,34,Yes,Non-Travel,1362,Sales,19.0,3,Marketing,1,Male,67.0,4,2,Sales Executive,4,Single,5304.0,8,Yes,13.0,3,2,0,9,3,2,5,2,0,4
381,55,No,Travel_Rarely,1311,Research & Development,2.0,3,Life Sciences,3,Female,97.0,3,4,Manager,4,Single,16659.0,2,Yes,13.0,3,3,0,28,2,3,5,4,1,2
382,24,No,Travel_Rarely,1371,Sales,10.0,4,Marketing,4,Female,77.0,3,2,Sales Executive,3,Divorced,4260.0,1,Yes,12.0,3,4,1,5,2,4,5,2,0,3
383,30,No,Travel_Rarely,202,Sales,2.0,1,Technical Degree,3,Male,72.0,3,1,Sales Representative,2,Married,2476.0,1,No,18.0,3,1,1,1,3,3,1,0,0,0
384,26,Yes,Travel_Frequently,575,Research & Development,3.0,1,Technical Degree,3,Male,73.0,3,1,Research Scientist,1,Single,3102.0,0,No,22.0,4,3,0,7,2,3,6,4,0,4
385,22,No,Travel_Rarely,253,Research & Development,11.0,3,Medical,1,Female,43.0,3,1,Research Scientist,2,Married,2244.0,1,No,13.0,3,4,1,2,1,3,2,1,1,2
386,36,No,Travel_Rarely,164,Sales,2.0,2,Medical,2,Male,61.0,2,3,Sales Executive,3,Married,7596.0,1,No,13.0,3,2,2,10,2,3,10,9,9,0
387,30,Yes,Travel_Frequently,464,Research & Development,4.0,3,Technical Degree,3,Male,40.0,3,1,Research Scientist,4,Single,2285.0,9,Yes,23.0,4,3,0,3,4,3,1,0,0,0
388,37,No,Travel_Rarely,1107,Research & Development,14.0,3,Life Sciences,4,Female,95.0,3,1,Laboratory Technician,1,Divorced,3034.0,1,No,12.0,3,3,1,18,2,2,18,7,9,10
389,40,No,Travel_Rarely,759,Sales,2.0,2,Marketing,4,Female,46.0,3,2,Sales Executive,2,Divorced,5715.0,7,No,12.0,3,3,2,8,5,3,5,4,1,3
390,42,No,Travel_Rarely,201,Research & Development,1.0,4,Life Sciences,2,Female,95.0,3,1,Laboratory Technician,1,Divorced,2576.0,3,No,16.0,3,2,1,8,5,3,5,2,1,2
391,37,No,Travel_Rarely,1305,Research & Development,10.0,4,Life Sciences,3,Male,49.0,3,2,Manufacturing Director,2,Single,4197.0,2,Yes,12.0,3,4,0,18,2,2,1,0,0,1
392,43,No,Travel_Rarely,982,Research & Development,12.0,3,Life Sciences,1,Male,59.0,2,4,Research Director,2,Divorced,14336.0,1,No,11.0,3,3,1,25,3,3,20,10,3,9
393,40,No,Travel_Rarely,555,Research & Development,2.0,3,Medical,2,Female,78.0,2,2,Laboratory Technician,3,Married,3448.0,6,No,22.0,4,2,1,20,3,3,1,0,0,0
394,54,No,Travel_Rarely,821,Research & Development,5.0,2,Medical,1,Male,86.0,3,5,Research Director,1,Married,17727.699999999993,4,No,11.0,3,3,1,24,4,2,4,2,1,2
395,34,No,Non-Travel,1381,Sales,4.0,4,Marketing,3,Female,72.0,3,2,Sales Executive,3,Married,6538.0,9,No,15.0,3,1,1,6,3,3,3,2,1,2
396,31,No,Travel_Rarely,480,Research & Development,7.0,2,Medical,2,Female,31.0,3,2,Manufacturing Director,1,Married,4306.0,1,No,12.0,3,2,1,13,5,1,13,10,3,10
397,43,No,Travel_Frequently,313,Research & Development,21.0,3,Medical,4,Male,61.0,3,1,Laboratory Technician,4,Married,2258.0,7,No,20.0,4,1,1,8,1,3,3,2,1,2
398,43,No,Travel_Rarely,1473,Research & Development,8.0,4,Other,3,Female,74.0,3,2,Healthcare Representative,3,Divorced,4522.0,4,Yes,14.0,3,4,0,8,3,3,5,2,0,2
399,25,No,Travel_Rarely,891,Sales,4.0,2,Life Sciences,2,Female,99.0,2,2,Sales Executive,4,Single,4487.0,1,Yes,11.0,3,2,0,5,3,3,5,4,1,3
400,37,No,Non-Travel,1063,Research & Development,25.0,5,Medical,2,Female,72.0,3,2,Research Scientist,3,Married,4449.0,3,Yes,15.0,3,1,2,15,2,3,13,11,9,7
401,31,No,Travel_Rarely,329,Research & Development,1.0,2,Life Sciences,4,Male,98.0,2,1,Laboratory Technician,1,Married,2218.0,1,No,12.0,3,3,1,4,3,3,4,2,3,2
402,39,No,Travel_Frequently,1218,Research & Development,1.0,1,Life Sciences,2,Male,52.0,3,5,Manager,3,Divorced,17727.699999999993,1,Yes,14.0,3,3,1,21,3,3,20,8,1,6
403,56,No,Travel_Frequently,906,Sales,6.0,3,Life Sciences,3,Female,86.0,4,4,Sales Executive,1,Married,13212.0,9,No,11.0,3,4,3,28,1,2,7,7,7,7
404,30,No,Travel_Rarely,1082,Sales,12.0,3,Technical Degree,2,Female,83.0,3,2,Sales Executive,3,Single,6577.0,0,No,11.0,3,2,0,6,5,3,5,4,4,4
405,41,No,Travel_Rarely,645,Sales,1.0,3,Marketing,2,Male,49.0,4,3,Sales Executive,1,Married,8392.0,1,No,16.0,3,3,1,10,2,3,10,7,0,7
406,28,No,Travel_Rarely,1300,Research & Development,17.0,2,Medical,3,Male,79.0,3,2,Laboratory Technician,1,Divorced,4558.0,1,No,12.0,3,4,1,10,2,3,10,0,1,8
407,25,Yes,Travel_Rarely,688,Research & Development,3.0,3,Medical,1,Male,91.0,3,1,Laboratory Technician,1,Married,4031.0,5,No,13.0,3,3,1,6,5,3,2,2,0,2
408,52,No,Travel_Rarely,319,Research & Development,3.0,3,Medical,4,Male,39.0,2,3,Manufacturing Director,3,Married,7969.0,2,Yes,14.0,3,3,0,28,4,3,5,4,0,4
409,45,No,Travel_Rarely,192,Research & Development,10.0,2,Life Sciences,1,Male,69.0,3,1,Research Scientist,4,Married,2654.0,3,No,21.0,4,4,2,8,3,2,2,2,0,2
410,52,No,Travel_Rarely,1490,Research & Development,4.0,2,Life Sciences,4,Female,30.0,3,4,Manager,4,Married,16555.0,2,No,13.0,3,4,0,28,2,1,5,2,1,4
411,42,No,Travel_Frequently,532,Research & Development,29.0,2,Life Sciences,1,Female,92.0,3,2,Research Scientist,3,Divorced,4556.0,2,No,11.0,3,2,1,19,3,3,5,4,0,2
412,30,No,Travel_Rarely,317,Research & Development,2.0,3,Life Sciences,3,Female,43.0,1,2,Manufacturing Director,4,Single,6091.0,2,No,20.0,4,3,0,11,2,3,5,4,0,2
413,60,No,Travel_Rarely,422,Research & Development,7.0,3,Life Sciences,1,Female,41.0,3,5,Manager,1,Married,17727.699999999993,5,No,11.0,3,4,0,28,5,1,20,8,9,10
414,46,No,Travel_Rarely,1485,Research & Development,18.0,3,Medical,3,Female,87.0,3,2,Manufacturing Director,3,Divorced,4810.0,2,No,14.0,3,3,1,19,5,2,10,7,0,8
415,42,No,Travel_Frequently,1368,Research & Development,28.0,4,Technical Degree,4,Female,88.0,2,2,Healthcare Representative,4,Married,4523.0,0,No,11.0,3,4,3,7,4,4,6,5,0,4
416,24,Yes,Travel_Rarely,1448,Sales,1.0,1,Technical Degree,1,Female,62.0,3,1,Sales Representative,2,Single,3202.0,1,Yes,16.0,3,2,0,6,4,3,5,3,1,4
417,34,Yes,Travel_Frequently,296,Sales,6.0,2,Marketing,4,Female,33.0,1,1,Sales Representative,3,Divorced,2351.0,0,No,16.0,3,4,1,3,3,2,2,2,1,0
418,38,No,Travel_Frequently,1490,Research & Development,2.0,2,Life Sciences,4,Male,42.0,3,1,Laboratory Technician,4,Married,2097.9,1,Yes,23.0,4,3,1,1,3,3,1,0,0,0
419,40,No,Travel_Rarely,1398,Sales,2.0,4,Life Sciences,3,Female,79.0,3,5,Manager,3,Married,17727.699999999993,0,No,14.0,3,4,0,21,2,3,20,11,1,10
420,26,No,Travel_Rarely,1349,Research & Development,23.0,3,Life Sciences,1,Female,90.0,3,1,Research Scientist,4,Divorced,2886.0,1,No,22.0,4,2,2,3,3,1,3,2,0,2
421,30,No,Non-Travel,1400,Research & Development,3.0,3,Life Sciences,3,Male,53.0,3,1,Laboratory Technician,4,Married,2097.9,4,No,15.0,3,3,1,9,3,1,5,3,1,4
422,29,No,Travel_Rarely,986,Research & Development,3.0,4,Medical,2,Male,93.0,2,3,Research Director,3,Married,11935.0,1,No,18.0,3,3,0,10,2,3,10,2,0,7
423,29,Yes,Travel_Rarely,408,Research & Development,25.0,5,Technical Degree,3,Female,71.0,2,1,Research Scientist,2,Married,2546.0,5,No,16.0,3,2,0,6,2,4,2,2,1,1
424,19,Yes,Travel_Rarely,489,Human Resources,2.0,2,Technical Degree,1,Male,66.0,2,1,Human Resources,4,Single,2564.0,1,No,12.0,3,3,0,1,3,4,1,0,0,0
425,30,No,Non-Travel,1398,Sales,22.0,4,Other,3,Female,69.0,3,3,Sales Executive,1,Married,8412.0,0,No,11.0,3,3,0,10,3,3,9,8,7,8
426,57,No,Travel_Rarely,210,Sales,29.0,3,Marketing,1,Male,56.0,2,4,Manager,4,Divorced,14118.0,3,No,12.0,3,3,1,28,3,2,1,0,0,0
427,50,No,Travel_Rarely,1099,Research & Development,29.0,4,Life Sciences,2,Male,88.0,2,4,Manager,3,Married,17046.0,0,No,15.0,3,2,1,28,2,3,20,10,9,7
428,30,No,Non-Travel,1116,Research & Development,2.0,3,Medical,3,Female,49.0,3,1,Laboratory Technician,4,Single,2564.0,0,No,14.0,3,3,0,12,2,2,11,7,6,7
429,60,No,Travel_Frequently,1499,Sales,28.0,3,Marketing,3,Female,80.0,2,3,Sales Executive,1,Married,10266.0,4,No,19.0,3,4,0,22,5,4,18,11,9,10
430,47,No,Travel_Rarely,983,Research & Development,2.0,2,Medical,1,Female,65.0,3,2,Manufacturing Director,4,Divorced,5070.0,5,No,13.0,3,3,3,20,2,3,5,0,0,4
431,46,No,Travel_Rarely,1009,Research & Development,2.0,3,Life Sciences,1,Male,51.0,3,4,Research Director,3,Married,17727.699999999993,6,No,13.0,3,3,0,26,2,1,3,2,0,1
432,35,No,Travel_Rarely,144,Research & Development,22.0,3,Life Sciences,4,Male,46.0,1,1,Laboratory Technician,3,Single,4230.0,0,No,15.0,3,3,0,6,2,3,5,4,4,3
433,54,No,Travel_Rarely,548,Research & Development,8.0,4,Life Sciences,3,Female,42.0,3,2,Laboratory Technician,3,Single,3780.0,7,No,11.0,3,3,0,19,3,3,1,0,0,0
434,34,No,Travel_Rarely,1303,Research & Development,2.0,4,Life Sciences,4,Male,62.0,2,1,Research Scientist,3,Divorced,2768.0,3,No,12.0,3,3,1,14,3,3,7,3,5,7
435,46,No,Travel_Rarely,1125,Sales,10.0,3,Marketing,3,Female,94.0,2,3,Sales Executive,4,Married,9071.0,2,Yes,19.0,3,3,1,15,3,3,3,2,1,2
436,31,No,Travel_Rarely,1274,Research & Development,9.0,1,Life Sciences,3,Male,33.0,3,3,Manufacturing Director,2,Divorced,10648.0,1,No,25.0,4,4,1,13,5,4,13,8,0,8
437,33,Yes,Travel_Rarely,1277,Research & Development,15.0,1,Medical,2,Male,56.0,3,3,Manager,3,Married,13610.0,7,Yes,12.0,3,4,0,15,2,4,7,6,7,7
438,33,Yes,Travel_Rarely,587,Research & Development,10.0,1,Medical,1,Male,38.0,1,1,Laboratory Technician,4,Divorced,3408.0,7,No,13.0,3,1,3,8,2,3,4,3,1,3
439,30,No,Travel_Rarely,413,Sales,7.0,1,Marketing,4,Male,57.0,3,1,Sales Representative,2,Single,2983.0,0,No,14.0,3,1,0,4,3,3,3,2,1,2
440,35,No,Travel_Rarely,1276,Research & Development,16.0,3,Life Sciences,4,Male,72.0,3,3,Healthcare Representative,3,Married,7632.0,4,Yes,12.0,3,3,0,10,2,3,8,7,0,0
441,31,Yes,Travel_Frequently,534,Research & Development,20.0,3,Life Sciences,1,Male,66.0,3,3,Healthcare Representative,3,Married,9824.0,3,No,12.0,3,1,0,12,2,3,1,0,0,0
442,34,Yes,Travel_Frequently,988,Human Resources,23.0,3,Human Resources,2,Female,43.0,3,3,Human Resources,1,Divorced,9950.0,9,Yes,15.0,3,3,3,11,2,3,3,2,0,2
443,42,No,Travel_Frequently,1474,Research & Development,5.0,2,Other,2,Male,97.0,3,1,Laboratory Technician,3,Married,2097.9,4,No,17.0,3,4,1,8,4,3,2,2,2,0
444,36,No,Non-Travel,635,Sales,10.0,4,Medical,2,Male,32.0,3,3,Sales Executive,4,Single,9980.0,1,No,14.0,3,4,0,10,3,2,10,3,9,7
445,22,Yes,Travel_Frequently,1368,Research & Development,4.0,1,Technical Degree,3,Male,99.0,2,1,Laboratory Technician,3,Single,3894.0,5,No,16.0,3,3,0,4,3,3,2,2,1,2
446,48,No,Travel_Rarely,163,Sales,2.0,5,Marketing,2,Female,37.0,3,2,Sales Executive,4,Married,4051.0,2,No,14.0,3,1,1,14,2,3,9,7,6,7
447,55,No,Travel_Rarely,1117,Sales,18.0,5,Life Sciences,1,Female,83.0,3,4,Manager,2,Single,16835.0,3,No,23.0,4,4,0,28,2,3,10,9,7,7
448,41,No,Non-Travel,267,Sales,10.0,2,Life Sciences,4,Male,56.0,3,2,Sales Executive,4,Single,6230.0,7,No,14.0,3,4,0,16,3,3,14,3,1,10
449,35,No,Travel_Rarely,619,Sales,1.0,3,Marketing,2,Male,85.0,3,2,Sales Executive,3,Married,4717.0,9,No,11.0,3,3,0,15,2,3,11,9,6,9
450,40,No,Travel_Rarely,302,Research & Development,6.0,3,Life Sciences,2,Female,75.0,3,4,Manufacturing Director,3,Single,13237.0,7,No,15.0,3,3,0,22,3,3,20,6,5,10
451,39,No,Travel_Frequently,443,Research & Development,8.0,1,Life Sciences,3,Female,48.0,3,1,Laboratory Technician,3,Married,3755.0,1,No,11.0,3,1,1,8,3,3,8,3,0,7
452,31,No,Travel_Rarely,828,Sales,2.0,1,Life Sciences,2,Male,77.0,3,2,Sales Executive,4,Single,6582.0,4,Yes,13.0,3,3,0,10,2,4,6,5,0,5
453,42,No,Travel_Rarely,319,Research & Development,24.0,3,Medical,4,Male,56.0,3,3,Manufacturing Director,1,Married,7406.0,1,Yes,21.0,4,4,1,10,5,2,10,9,5,8
454,45,No,Travel_Rarely,561,Sales,2.0,3,Other,4,Male,61.0,3,2,Sales Executive,2,Married,4805.0,0,No,19.0,3,2,1,9,3,4,8,7,3,7
455,26,Yes,Travel_Frequently,426,Human Resources,17.0,4,Life Sciences,2,Female,58.0,3,1,Human Resources,3,Divorced,2741.0,0,Yes,11.0,3,2,1,8,2,2,7,7,1,0
456,29,No,Travel_Rarely,232,Research & Development,19.0,3,Technical Degree,4,Male,34.0,3,2,Manufacturing Director,4,Divorced,4262.0,4,No,12.0,3,2,2,8,2,4,3,2,1,2
457,33,No,Travel_Rarely,922,Research & Development,1.0,5,Medical,1,Female,95.0,4,4,Research Director,3,Divorced,16184.0,4,No,19.0,3,3,1,10,2,3,6,1,0,5
458,31,No,Travel_Rarely,688,Sales,7.0,3,Life Sciences,3,Male,44.0,2,3,Manager,4,Divorced,11557.0,9,No,21.0,4,3,1,10,3,2,5,4,0,1
459,18,Yes,Travel_Frequently,1306,Sales,5.0,3,Marketing,2,Male,69.0,3,1,Sales Representative,2,Single,2097.9,1,Yes,14.0,3,4,0,1,3,3,1,0,0,0
460,40,No,Non-Travel,1094,Sales,28.0,3,Other,3,Male,58.0,1,3,Sales Executive,1,Divorced,10932.0,3,No,15.0,3,3,1,20,2,3,1,0,0,1
461,41,No,Non-Travel,509,Research & Development,2.0,4,Other,1,Female,62.0,2,2,Healthcare Representative,3,Single,6811.0,2,Yes,17.0,3,1,0,10,3,3,8,7,0,7
462,26,No,Travel_Rarely,775,Sales,29.0,2,Medical,1,Male,45.0,3,2,Sales Executive,3,Divorced,4306.0,5,No,12.0,3,1,2,8,5,3,1,0,0,0
463,35,No,Travel_Rarely,195,Sales,1.0,3,Medical,1,Female,80.0,3,2,Sales Executive,3,Single,4859.0,1,No,16.0,3,4,0,5,3,3,5,4,0,3
464,34,No,Travel_Rarely,258,Sales,21.0,4,Life Sciences,4,Male,74.0,4,2,Sales Executive,4,Single,5337.0,1,No,12.0,3,4,0,10,3,3,10,7,5,7
465,26,Yes,Travel_Rarely,471,Research & Development,24.0,3,Life Sciences,3,Male,66.0,1,1,Laboratory Technician,4,Single,2340.0,1,Yes,18.0,3,2,0,1,3,1,1,0,0,0
466,37,No,Travel_Rarely,799,Research & Development,1.0,3,Technical Degree,2,Female,59.0,3,3,Manufacturing Director,4,Single,7491.0,4,No,17.0,3,4,0,12,3,4,6,5,1,2
467,46,No,Travel_Frequently,1034,Research & Development,18.0,1,Medical,1,Female,86.0,3,3,Healthcare Representative,3,Married,10527.0,5,No,11.0,3,4,0,28,3,2,2,2,1,2
468,41,No,Travel_Rarely,1276,Sales,2.0,5,Life Sciences,2,Female,91.0,3,4,Manager,1,Married,16595.0,7,No,16.0,3,2,1,22,2,3,18,11,9,8
469,37,No,Non-Travel,142,Sales,9.0,4,Medical,1,Male,69.0,3,3,Sales Executive,2,Divorced,8834.0,1,No,13.0,3,4,1,9,5,3,9,5,7,7
470,52,No,Travel_Rarely,956,Research & Development,6.0,2,Technical Degree,4,Male,78.0,3,2,Research Scientist,1,Divorced,5577.0,3,Yes,12.0,3,2,2,18,3,3,10,9,6,9
471,32,Yes,Non-Travel,1474,Sales,11.0,4,Other,4,Male,60.0,4,2,Sales Executive,3,Married,4707.0,8,No,12.0,3,4,0,6,2,3,4,2,1,2
472,24,No,Travel_Frequently,535,Sales,24.0,3,Medical,4,Male,38.0,3,1,Sales Representative,4,Married,2400.0,0,No,13.0,3,3,2,3,3,3,2,2,2,1
473,38,No,Travel_Rarely,1495,Research & Development,10.0,3,Medical,3,Female,76.0,3,2,Healthcare Representative,3,Married,9824.0,3,No,19.0,3,3,1,18,4,3,1,0,0,0
474,37,No,Travel_Rarely,446,Research & Development,1.0,4,Life Sciences,2,Female,65.0,3,2,Manufacturing Director,2,Married,6447.0,6,No,12.0,3,2,1,8,2,2,6,5,4,3
